branch,branch_to,counterparty,credit_account,credit_account_2,credit_amount,credit_amount_2,currency,date,debit_account,debit_amount,description,event_name,id,recurrence,trade_good,type
Milan,,San Lorenzo Couriers,Cash,,15090.20,,florin,1416-05-18,Security,15090.20,Security expense for Milan branch (monthly cycle),,44090,monthly,,recurring_operating_expense
Avignon,,Levant Spice Traders,Trading Revenue,,43739.94,,florin,1416-05-18,Cash,43739.94,Trade finance settlement for grain cargo,,44091,,grain,trade_transaction
Pisa,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,11401.73,173.63,florin,1416-05-18,Due from Rome,11575.36,Branch settlement transfer from Pisa to Rome,,44092,,,branch_activity
Geneva,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,8898.39,135.51,florin,1416-05-18,Due from Rome,9033.90,Branch settlement transfer from Geneva to Rome,,44093,,,branch_activity
Rome,,Vatican Treasury,Deposits Payable,,51726.34,,florin,1416-05-20,Cash,51726.34,Deposit from Vatican Treasury to Rome branch,,44094,,,deposit
Venice,,Grain Merchant,Trading Revenue,,3193.77,,florin,1416-05-20,Cash,3193.77,Alum sale from papal mines,,44095,,,alum_trade
Rome,,Vatican Treasury,Deposits Payable,,277010.37,,florin,1416-05-20,Cash,277010.37,Deposit from Vatican Treasury to Rome branch,,44096,,,deposit
Geneva,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,12222.12,186.12,florin,1416-05-20,Due from Rome,12408.24,Branch settlement transfer from Geneva to Rome,,44097,,,branch_activity
London,,Venetian Grain Brokers,Cash,,76772.68,,florin,1416-05-21,Loans Receivable,76772.68,Commercial loan issued to Venetian Grain Brokers,,44098,,,loan_issuance
Bruges,,Silk Consortium,Cash,,81773.28,,florin,1416-05-21,Loans Receivable,81773.28,Commercial loan issued to Silk Consortium,,44099,,,loan_issuance
Pisa,,Signoria Utilities Office,Cash,,78.51,,florin,1416-05-22,Maintenance,78.51,Maintenance expense for Pisa branch (quarterly cycle),,44100,quarterly,,recurring_operating_expense
Naples,,Tuscan Wine Carriers,Trading Revenue,,142690.38,,florin,1416-05-22,Cash,142690.38,Trade finance settlement for wool cargo,,44101,,wool,trade_transaction
Bruges,,Republic of Florence,Cash,,21392.67,,florin,1416-05-22,Loans Receivable,21392.67,Commercial loan issued to Republic of Florence,,44102,,,loan_issuance
Rome,,Vatican Treasury,Deposits Payable,,4340.47,,florin,1416-05-23,Cash,4340.47,Deposit from Vatican Treasury to Rome branch,,44103,,,deposit
Rome,,Apostolic Chamber,Deposits Payable,,34593.84,,florin,1416-05-23,Cash,34593.84,Deposit from Apostolic Chamber to Rome branch,,44104,,,deposit
Geneva,Naples,Inter-branch transfer to Naples,Cash,Exchange Fee Revenue,16407.00,249.85,florin,1416-05-23,Due from Naples,16656.85,Branch settlement transfer from Geneva to Naples,,44105,,,branch_activity
Naples,,Levant Spice Traders,Loans Receivable,Interest Income,5895.86,471.67,florin,1416-05-23,Cash,6367.53,Loan repayment from Levant Spice Traders including interest,,44106,,,loan_repayment
Venice,,Kingdom of Naples,Loans Receivable,Interest Income,26963.84,2157.11,florin,1416-05-23,Cash,29120.95,Loan repayment from Kingdom of Naples including interest,,44107,,,loan_repayment
Bruges,,Kingdom of Naples,Cash,,576240.75,,florin,1416-05-23,Loans Receivable,576240.75,Commercial loan issued to Kingdom of Naples,,44108,,,loan_issuance
Bruges,,Bruges Operations,Cash,,2398.24,,florin,1416-05-24,Supplies,2398.24,Supplies expense for Bruges branch,,44109,,,operating_expense
Pisa,Geneva,Inter-branch transfer to Geneva,Cash,Exchange Fee Revenue,15261.33,232.41,florin,1416-05-24,Due from Geneva,15493.74,Branch settlement transfer from Pisa to Geneva,,44110,,,branch_activity
Pisa,,Mercato Maintenance Works,Cash,,12849.96,,florin,1416-05-24,Rent,12849.96,Rent expense for Pisa branch (monthly cycle),,44111,monthly,,recurring_operating_expense
London,,Tuscan Wine Carriers,Loans Receivable,Interest Income,12328.54,1479.42,florin,1416-05-24,Cash,13807.96,Loan repayment from Tuscan Wine Carriers including interest,,44112,,,loan_repayment
Venice,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,14241.00,216.87,florin,1416-05-24,Due from Rome,14457.87,Branch settlement transfer from Venice to Rome,,44113,,,branch_activity
Pisa,,Venetian Grain Brokers,Trading Revenue,,136980.10,,florin,1416-05-24,Cash,136980.10,Trade finance settlement for spices cargo,,44114,,spices,trade_transaction
Rome,,Marquis of Mantua,Cash,,72027.56,,florin,1416-05-25,Loans Receivable,72027.56,Commercial loan issued to Marquis of Mantua,,44115,,,loan_issuance
Naples,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,97550.85,1485.55,florin,1416-05-25,Due from Avignon,99036.40,Branch settlement transfer from Naples to Avignon,,44116,,,branch_activity
Florence,,Florentine Paperworks,Cash,,6480.80,,florin,1416-05-25,Security,6480.80,Security expense for Florence branch (monthly cycle),,44117,monthly,,recurring_operating_expense
Pisa,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,16185.00,246.47,florin,1416-05-25,Due from Avignon,16431.47,Branch settlement transfer from Pisa to Avignon,,44118,,,branch_activity
Rome,,Papal Curia,Deposits Payable,,6874.35,,florin,1416-05-26,Cash,6874.35,Deposit from Papal Curia to Rome branch,,44119,,,deposit
Bruges,,Textile Merchant,Loans Receivable,Interest Income,9700.58,776.05,florin,1416-05-26,Cash,10476.63,Loan repayment from Textile Merchant with interest,,44120,,,loan_repayment
Florence,,Wool Guild Syndicate,Trading Revenue,,15220.12,,florin,1416-05-26,Cash,15220.12,Trade finance settlement for grain cargo,,44121,,grain,trade_transaction
London,,Flemish Cloth House,Cash,,587683.28,,florin,1416-05-26,Loans Receivable,587683.28,Commercial loan issued to Flemish Cloth House,,44122,,,loan_issuance
Rome,,Cardinal's Office,Deposits Payable,,420624.65,,florin,1416-05-27,Cash,420624.65,Deposit from Cardinal's Office to Rome branch,,44123,,,deposit
Florence,,Mediterranean Shipping Company,Trading Revenue,,9850.47,,florin,1416-05-27,Cash,9850.47,Trade finance settlement for alum cargo,,44124,,alum,trade_transaction
London,,San Lorenzo Couriers,Cash,,1250.45,,florin,1416-05-27,Security,1250.45,Security expense for London branch (monthly cycle),,44125,monthly,,recurring_operating_expense
Venice,,Marquis of Mantua,Loans Receivable,Interest Income,33527.18,7375.98,florin,1416-05-27,Cash,40903.16,Loan repayment from Marquis of Mantua including interest,,44126,,,loan_repayment
Geneva,Pisa,Inter-branch transfer to Pisa,Cash,Exchange Fee Revenue,4483.93,68.28,florin,1416-05-27,Due from Pisa,4552.21,Branch settlement transfer from Geneva to Pisa,,44127,,,branch_activity
London,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,6436.38,98.02,florin,1416-05-28,Due from Rome,6534.40,Branch settlement transfer from London to Rome,,44128,,,branch_activity
Bruges,,Transfer to Geneva,Cash,Exchange Fee Revenue,12838.63,247.32,florin,1416-05-29,Due from Geneva,13085.95,Bill of exchange from Bruges to Geneva,,44129,,,bill_of_exchange
Milan,,Mercato Maintenance Works,Cash,,3634.41,,florin,1416-05-29,Accounts Payable,3634.41,Vendor payment to Mercato Maintenance Works for branch services,,44130,,,vendor_payment
Milan,Florence,Inter-branch transfer to Florence,Cash,Exchange Fee Revenue,67267.47,1024.38,florin,1416-05-29,Due from Florence,68291.85,Branch settlement transfer from Milan to Florence,,44131,,,branch_activity
Rome,,Venetian Grain Brokers,Cash,,32255.34,,florin,1416-05-29,Loans Receivable,32255.34,Commercial loan issued to Venetian Grain Brokers,,44132,,,loan_issuance
Milan,,Venetian Grain Brokers,Trading Revenue,,19274.89,,florin,1416-05-29,Cash,19274.89,Trade finance settlement for silk cargo,,44133,,silk,trade_transaction
Avignon,,Duke of Milan,Loans Receivable,Interest Income,26609.73,2660.97,florin,1416-05-29,Cash,29270.70,Loan repayment from Duke of Milan including interest,,44134,,,loan_repayment
London,,Lombard Metals Exchange,Cash,,50968.54,,florin,1416-05-30,Loans Receivable,50968.54,Commercial loan issued to Lombard Metals Exchange,,44135,,,loan_issuance
Naples,Bruges,Inter-branch transfer to Bruges,Cash,Exchange Fee Revenue,17453.43,265.79,florin,1416-05-30,Due from Bruges,17719.22,Branch settlement transfer from Naples to Bruges,,44136,,,branch_activity
Avignon,Venice,Inter-branch transfer to Venice,Cash,Exchange Fee Revenue,15502.63,236.08,florin,1416-05-30,Due from Venice,15738.71,Branch settlement transfer from Avignon to Venice,,44137,,,branch_activity
Geneva,,Lombard Metals Exchange,Trading Revenue,,5368.10,,florin,1416-05-30,Cash,5368.10,Trade finance settlement for spices cargo,,44138,,spices,trade_transaction
Rome,,Sacred College,Deposits Payable,,14693.52,,florin,1416-05-31,Cash,14693.52,Deposit from Sacred College to Rome branch,,44139,,,deposit
Avignon,,Avignon Operations,Cash,,1875.77,,florin,1416-05-31,Rent,1875.77,Rent expense for Avignon branch,,44140,,,operating_expense
Milan,,Cloth Merchant,Loans Receivable,Interest Income,3799.53,341.96,florin,1416-05-31,Cash,4141.49,Loan repayment from Cloth Merchant with interest,,44141,,,loan_repayment
Bruges,,Mediterranean Shipping Company,Trading Revenue,,15307.94,,florin,1416-05-31,Cash,15307.94,Trade finance settlement for grain cargo,,44142,,grain,trade_transaction
Rome,,Flemish Cloth House,Cash,,87531.30,,florin,1416-05-31,Loans Receivable,87531.30,Commercial loan issued to Flemish Cloth House,,44143,,,loan_issuance
London,Bruges,Inter-branch transfer to Bruges,Cash,Exchange Fee Revenue,94845.00,1444.34,florin,1416-05-31,Due from Bruges,96289.34,Branch settlement transfer from London to Bruges,,44144,,,branch_activity
Milan,Pisa,Inter-branch transfer to Pisa,Cash,Exchange Fee Revenue,152712.09,2325.56,florin,1416-05-31,Due from Pisa,155037.65,Branch settlement transfer from Milan to Pisa,,44145,,,branch_activity
Venice,,San Lorenzo Couriers,Cash,,1691.38,,florin,1416-05-31,Supplies,1691.38,Supplies expense for Venice branch (monthly cycle),,44146,monthly,,recurring_operating_expense
Florence,,Republic of Florence,Cash,,83821.37,,florin,1416-06-01,Loans Receivable - Government,83821.37,Loan to Venice for Lombardy Wars operations,,44147,,,war_financing
Rome,,Cardinal's Office,Deposits Payable,,133848.49,,florin,1416-06-01,Cash,133848.49,Deposit from Cardinal's Office to Rome branch,,44148,,,deposit
Florence,,Republic of Florence,Cash,,2075469.01,,florin,1416-06-01,Loans Receivable - Government,2075469.01,War financing for Florentine operations against Milan,,44149,,,war_financing
Bruges,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,4894.06,74.53,florin,1416-06-01,Due from Milan,4968.59,Branch settlement transfer from Bruges to Milan,,44150,,,branch_activity
Rome,,Florentine Paperworks,Cash,,44645.49,,florin,1416-06-01,Accounts Payable,44645.49,Vendor payment to Florentine Paperworks for branch services,,44151,,,vendor_payment
Milan,,Duke of Milan,Cash,,1519964.04,,florin,1416-06-02,Loans Receivable,1519964.04,Loan issued to Duke of Milan from Milan branch,,44152,,,loan_issuance
Rome,,Sacred College,Deposits Payable,,216378.92,,florin,1416-06-02,Cash,216378.92,Deposit from Sacred College to Rome branch,,44153,,,deposit
Bruges,,Republic of Florence,Cash,,24290.43,,florin,1416-06-02,Loans Receivable,24290.43,Commercial loan issued to Republic of Florence,,44154,,,loan_issuance
Venice,,Mercato Maintenance Works,Cash,,1313.40,,florin,1416-06-02,Wages,1313.40,Wages expense for Venice branch (monthly cycle),,44155,monthly,,recurring_operating_expense
Geneva,,Mediterranean Shipping Company,Loans Receivable,Interest Income,34353.34,7557.73,florin,1416-06-02,Cash,41911.07,Loan repayment from Mediterranean Shipping Company including interest,,44156,,,loan_repayment
Naples,,Silk Consortium,Loans Receivable,Interest Income,60872.63,10957.07,florin,1416-06-02,Cash,71829.70,Loan repayment from Silk Consortium including interest,,44157,,,loan_repayment
Naples,,Ponte Vecchio Rent Office,Cash,,937.40,,florin,1416-06-03,Rent,937.40,Rent expense for Naples branch (monthly cycle),,44158,monthly,,recurring_operating_expense
Naples,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,42177.45,642.30,florin,1416-06-03,Due from Rome,42819.75,Branch settlement transfer from Naples to Rome,,44159,,,branch_activity
London,Florence,Inter-branch transfer to Florence,Cash,Exchange Fee Revenue,5494.34,83.67,florin,1416-06-03,Due from Florence,5578.01,Branch settlement transfer from London to Florence,,44160,,,branch_activity
Rome,,Venetian Grain Brokers,Trading Revenue,,95389.87,,florin,1416-06-03,Cash,95389.87,Trade finance settlement for wool cargo,,44161,,wool,trade_transaction
Rome,,Papal Curia,Deposits Payable,,13998.73,,florin,1416-06-04,Cash,13998.73,Deposit from Papal Curia to Rome branch,,44162,,,deposit
Rome,,Apostolic Chamber,Deposits Payable,,42213.14,,florin,1416-06-04,Cash,42213.14,Deposit from Apostolic Chamber to Rome branch,,44163,,,deposit
Avignon,,Lombard Metals Exchange,Cash,,807511.39,,florin,1416-06-04,Loans Receivable,807511.39,Commercial loan issued to Lombard Metals Exchange,,44164,,,loan_issuance
Geneva,,Doge of Venice,Cash,,106116.43,,florin,1416-06-04,Loans Receivable,106116.43,Commercial loan issued to Doge of Venice,,44165,,,loan_issuance
Florence,,Santa Maria Scribes,Cash,,2030.09,,florin,1416-06-04,Maintenance,2030.09,Maintenance expense for Florence branch (quarterly cycle),,44166,quarterly,,recurring_operating_expense
Venice,,Arno Lamp Oil Merchants,Cash,,6084.33,,florin,1416-06-04,Accounts Payable,6084.33,Vendor payment to Arno Lamp Oil Merchants for branch services,,44167,,,vendor_payment
Milan,,Mercato Maintenance Works,Cash,,1515.27,,florin,1416-06-04,Courier Services,1515.27,Courier Services expense for Milan branch (weekly cycle),,44168,weekly,,recurring_operating_expense
Venice,,Transfer to Bruges,Cash,Exchange Fee Revenue,12806.65,205.59,florin,1416-06-05,Due from Bruges,13012.24,Bill of exchange from Venice to Bruges,,44169,,,bill_of_exchange
Pisa,,Ponte Vecchio Rent Office,Cash,,1398.15,,florin,1416-06-05,Rent,1398.15,Rent expense for Pisa branch (monthly cycle),,44170,monthly,,recurring_operating_expense
Milan,,Signoria Utilities Office,Cash,,16077.33,,florin,1416-06-05,Wages,16077.33,Wages expense for Milan branch (monthly cycle),,44171,monthly,,recurring_operating_expense
Milan,,Santa Maria Scribes,Cash,,737.17,,florin,1416-06-05,Supplies,737.17,Supplies expense for Milan branch (monthly cycle),,44172,monthly,,recurring_operating_expense
Milan,,Flemish Cloth House,Trading Revenue,,36489.78,,florin,1416-06-05,Cash,36489.78,Trade finance settlement for grain cargo,,44173,,grain,trade_transaction
Florence,,Mediterranean Shipping Company,Cash,,870245.73,,florin,1416-06-06,Loans Receivable,870245.73,Commercial loan issued to Mediterranean Shipping Company,,44174,,,loan_issuance
Bruges,,Florentine Paperworks,Cash,,2117.23,,florin,1416-06-06,Maintenance,2117.23,Maintenance expense for Bruges branch (quarterly cycle),,44175,quarterly,,recurring_operating_expense
Rome,,Apostolic Chamber,Deposits Payable,,395220.27,,florin,1416-06-07,Cash,395220.27,Deposit from Apostolic Chamber to Rome branch,,44176,,,deposit
Rome,,Vatican Treasury,Deposits Payable,,216548.44,,florin,1416-06-07,Cash,216548.44,Deposit from Vatican Treasury to Rome branch,,44177,,,deposit
Milan,,Levant Spice Traders,Trading Revenue,,37892.07,,florin,1416-06-07,Cash,37892.07,Trade finance settlement for dyestuffs cargo,,44178,,dyestuffs,trade_transaction
Pisa,,Ponte Vecchio Rent Office,Cash,,2379.75,,florin,1416-06-08,Courier Services,2379.75,Courier Services expense for Pisa branch (weekly cycle),,44179,weekly,,recurring_operating_expense
Venice,,Wool Guild Syndicate,Trading Revenue,,11858.59,,florin,1416-06-08,Cash,11858.59,Trade finance settlement for silk cargo,,44180,,silk,trade_transaction
Naples,,Doge of Venice,Loans Receivable,Interest Income,88334.80,13250.22,florin,1416-06-08,Cash,101585.02,Loan repayment from Doge of Venice including interest,,44181,,,loan_repayment
Milan,,Guildhall Security Company,Cash,,803.44,,florin,1416-06-08,Wages,803.44,Wages expense for Milan branch (monthly cycle),,44182,monthly,,recurring_operating_expense
London,,Levant Spice Traders,Loans Receivable,Interest Income,32947.21,5930.50,florin,1416-06-08,Cash,38877.71,Loan repayment from Levant Spice Traders including interest,,44183,,,loan_repayment
Rome,Naples,Inter-branch transfer to Naples,Cash,Exchange Fee Revenue,10591.51,161.29,florin,1416-06-08,Due from Naples,10752.80,Branch settlement transfer from Rome to Naples,,44184,,,branch_activity
Florence,,Transfer to London,Cash,Exchange Fee Revenue,338087.73,8811.23,florin,1416-06-09,Due from London,346898.96,Bill of exchange from Florence to London,,44185,,,bill_of_exchange
Florence,,Mediterranean Shipping Company,Trading Revenue,,11987.70,,florin,1416-06-09,Cash,11987.70,Trade finance settlement for grain cargo,,44186,,grain,trade_transaction
London,,Grain Merchant,Deposits Payable,,932.40,,florin,1416-06-10,Cash,932.40,Deposit by Grain Merchant,,44187,,,deposit
Avignon,,Venetian Grain Brokers,Loans Receivable,Interest Income,3480.04,765.61,florin,1416-06-10,Cash,4245.65,Loan repayment from Venetian Grain Brokers including interest,,44188,,,loan_repayment
Milan,,Doge of Venice,Loans Receivable,Interest Income,76617.94,6129.44,florin,1416-06-10,Cash,82747.38,Loan repayment from Doge of Venice including interest,,44189,,,loan_repayment
Milan,,Lombard Metals Exchange,Cash,,90112.88,,florin,1416-06-10,Loans Receivable,90112.88,Commercial loan issued to Lombard Metals Exchange,,44190,,,loan_issuance
Geneva,,Mercato Maintenance Works,Cash,,1192.31,,florin,1416-06-10,Courier Services,1192.31,Courier Services expense for Geneva branch (weekly cycle),,44191,weekly,,recurring_operating_expense
Venice,,Transfer to Milan,Cash,Exchange Fee Revenue,108934.88,2816.13,florin,1416-06-11,Due from Milan,111751.01,Bill of exchange from Venice to Milan,,44192,,,bill_of_exchange
Bruges,Naples,Inter-branch transfer to Naples,Cash,Exchange Fee Revenue,13625.45,207.49,florin,1416-06-11,Due from Naples,13832.94,Branch settlement transfer from Bruges to Naples,,44193,,,branch_activity
Pisa,London,Inter-branch transfer to London,Cash,Exchange Fee Revenue,5946.14,90.55,florin,1416-06-11,Due from London,6036.69,Branch settlement transfer from Pisa to London,,44194,,,branch_activity
Avignon,,San Lorenzo Couriers,Cash,,1889.00,,florin,1416-06-11,Courier Services,1889.00,Courier Services expense for Avignon branch (weekly cycle),,44195,weekly,,recurring_operating_expense
Naples,,Levant Spice Traders,Trading Revenue,,5923.73,,florin,1416-06-11,Cash,5923.73,Trade finance settlement for silk cargo,,44196,,silk,trade_transaction
Rome,,Silk Trader,Loans Receivable,Interest Income,37876.78,5681.52,florin,1416-06-12,Cash,43558.30,Loan repayment from Silk Trader with interest,,44197,,,loan_repayment
Avignon,,Ponte Vecchio Rent Office,Cash,,13763.76,,florin,1416-06-12,Courier Services,13763.76,Courier Services expense for Avignon branch (weekly cycle),,44198,weekly,,recurring_operating_expense
Geneva,,Duke of Milan,Loans Receivable,Interest Income,205576.78,37003.82,florin,1416-06-12,Cash,242580.60,Loan repayment from Duke of Milan including interest,,44199,,,loan_repayment
Naples,,Mercato Maintenance Works,Cash,,2121.42,,florin,1416-06-12,Supplies,2121.42,Supplies expense for Naples branch (monthly cycle),,44200,monthly,,recurring_operating_expense
Rome,,Papal Court,Deposits Payable,,396505.39,,florin,1416-06-13,Cash,396505.39,Deposit from Papal Court to Rome branch,,44201,,,deposit
Bruges,Pisa,Inter-branch transfer to Pisa,Cash,Exchange Fee Revenue,4203.91,64.02,florin,1416-06-13,Due from Pisa,4267.93,Branch settlement transfer from Bruges to Pisa,,44202,,,branch_activity
Venice,,Flemish Cloth House,Loans Receivable,Interest Income,17268.47,1726.85,florin,1416-06-13,Cash,18995.32,Loan repayment from Flemish Cloth House including interest,,44203,,,loan_repayment
Rome,,Papal Curia,Deposits Payable,,450832.31,,florin,1416-06-14,Cash,450832.31,Deposit from Papal Curia to Rome branch,,44204,,,deposit
Bruges,,Wine Trader,Deposits Payable,,86788.04,,florin,1416-06-14,Cash,86788.04,Deposit by Wine Trader,,44205,,,deposit
London,,Silk Consortium,Loans Receivable,Interest Income,3785.12,454.21,florin,1416-06-14,Cash,4239.33,Loan repayment from Silk Consortium including interest,,44206,,,loan_repayment
Bruges,,Guildhall Security Company,Cash,,5553.11,,florin,1416-06-14,Courier Services,5553.11,Courier Services expense for Bruges branch (weekly cycle),,44207,weekly,,recurring_operating_expense
Bruges,,Venetian Grain Brokers,Loans Receivable,Interest Income,17948.03,3948.57,florin,1416-06-14,Cash,21896.60,Loan repayment from Venetian Grain Brokers including interest,,44208,,,loan_repayment
Rome,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,3696.76,56.30,florin,1416-06-15,Due from Avignon,3753.06,Branch settlement transfer from Rome to Avignon,,44209,,,branch_activity
Bruges,,Doge of Venice,Cash,,413969.10,,florin,1416-06-15,Loans Receivable,413969.10,Commercial loan issued to Doge of Venice,,44210,,,loan_issuance
Naples,,Florentine Paperworks,Cash,,4699.47,,florin,1416-06-15,Accounts Payable,4699.47,Vendor payment to Florentine Paperworks for branch services,,44211,,,vendor_payment
Rome,,Guildhall Security Company,Cash,,4917.80,,florin,1416-06-15,Accounts Payable,4917.80,Vendor payment to Guildhall Security Company for branch services,,44212,,,vendor_payment
Rome,,Lombard Metals Exchange,Trading Revenue,,212750.41,,florin,1416-06-16,Cash,212750.41,Trade finance settlement for alum cargo,,44213,,alum,trade_transaction
Milan,,Santa Maria Scribes,Cash,,199.77,,florin,1416-06-16,Maintenance,199.77,Maintenance expense for Milan branch (quarterly cycle),,44214,quarterly,,recurring_operating_expense
Geneva,,Count of Urbino,Loans Receivable,Interest Income,15090.49,1207.24,florin,1416-06-16,Cash,16297.73,Loan repayment from Count of Urbino including interest,,44215,,,loan_repayment
Bruges,,Florentine Paperworks,Cash,,7882.94,,florin,1416-06-16,Accounts Payable,7882.94,Vendor payment to Florentine Paperworks for branch services,,44216,,,vendor_payment
Rome,,Papal Curia,Deposits Payable,,6219.56,,florin,1416-06-17,Cash,6219.56,Deposit from Papal Curia to Rome branch,,44217,,,deposit
London,,Jewel Trader,Loans Receivable,Interest Income,6526.79,1566.43,florin,1416-06-17,Cash,8093.22,Loan repayment from Jewel Trader with interest,,44218,,,loan_repayment
Naples,,Venetian Grain Brokers,Loans Receivable,Interest Income,80426.62,6434.13,florin,1416-06-17,Cash,86860.75,Loan repayment from Venetian Grain Brokers including interest,,44219,,,loan_repayment
Pisa,,Duke of Milan,Cash,,6350.91,,florin,1416-06-17,Loans Receivable,6350.91,Commercial loan issued to Duke of Milan,,44220,,,loan_issuance
Naples,London,Inter-branch transfer to London,Cash,Exchange Fee Revenue,19981.99,304.29,florin,1416-06-17,Due from London,20286.28,Branch settlement transfer from Naples to London,,44221,,,branch_activity
Milan,Naples,Inter-branch transfer to Naples,Cash,Exchange Fee Revenue,2994.14,45.60,florin,1416-06-17,Due from Naples,3039.74,Branch settlement transfer from Milan to Naples,,44222,,,branch_activity
London,,Textile Merchant,Cash,,26459.93,,florin,1416-06-19,Loans Receivable,26459.93,Loan issued to Textile Merchant from London branch,,44223,,,loan_issuance
Rome,,Sacred College,Deposits Payable,,24288.53,,florin,1416-06-19,Cash,24288.53,Deposit from Sacred College to Rome branch,,44224,,,deposit
Geneva,,Flemish Cloth House,Trading Revenue,,130101.09,,florin,1416-06-19,Cash,130101.09,Trade finance settlement for alum cargo,,44225,,alum,trade_transaction
Milan,London,Inter-branch transfer to London,Cash,Exchange Fee Revenue,11387.75,173.42,florin,1416-06-19,Due from London,11561.17,Branch settlement transfer from Milan to London,,44226,,,branch_activity
Venice,,Silk Consortium,Loans Receivable,Interest Income,33868.95,4064.27,florin,1416-06-19,Cash,37933.22,Loan repayment from Silk Consortium including interest,,44227,,,loan_repayment
Rome,,Doge of Venice,Loans Receivable,Interest Income,8926.20,892.62,florin,1416-06-19,Cash,9818.82,Loan repayment from Doge of Venice including interest,,44228,,,loan_repayment
London,,Silk Consortium,Loans Receivable,Interest Income,31561.66,6943.57,florin,1416-06-19,Cash,38505.23,Loan repayment from Silk Consortium including interest,,44229,,,loan_repayment
Venice,,Venetian Grain Brokers,Cash,,730619.45,,florin,1416-06-20,Loans Receivable,730619.45,Commercial loan issued to Venetian Grain Brokers,,44230,,,loan_issuance
Pisa,,Santa Maria Scribes,Cash,,6271.67,,florin,1416-06-20,Accounts Payable,6271.67,Vendor payment to Santa Maria Scribes for branch services,,44231,,,vendor_payment
Venice,,Transfer to Florence,Cash,Exchange Fee Revenue,66894.03,1673.04,florin,1416-06-21,Due from Florence,68567.07,Bill of exchange from Venice to Florence,,44232,,,bill_of_exchange
Rome,,Papal Curia,Deposits Payable,,415543.71,,florin,1416-06-21,Cash,415543.71,Deposit from Papal Curia to Rome branch,,44233,,,deposit
Avignon,Florence,Inter-branch transfer to Florence,Cash,Exchange Fee Revenue,63789.85,971.42,florin,1416-06-21,Due from Florence,64761.27,Branch settlement transfer from Avignon to Florence,,44234,,,branch_activity
Rome,,Flemish Cloth House,Trading Revenue,,22105.70,,florin,1416-06-21,Cash,22105.70,Trade finance settlement for wool cargo,,44235,,wool,trade_transaction
Avignon,,Ponte Vecchio Rent Office,Cash,,13233.99,,florin,1416-06-21,Security,13233.99,Security expense for Avignon branch (monthly cycle),,44236,monthly,,recurring_operating_expense
London,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,79335.11,1208.15,florin,1416-06-21,Due from Avignon,80543.26,Branch settlement transfer from London to Avignon,,44237,,,branch_activity
Rome,,Transfer to Avignon,Cash,Exchange Fee Revenue,121388.89,3163.63,florin,1416-06-22,Due from Avignon,124552.52,Bill of exchange from Rome to Avignon,,44238,,,bill_of_exchange
Rome,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,66102.13,1006.63,florin,1416-06-22,Due from Avignon,67108.76,Branch settlement transfer from Rome to Avignon,,44239,,,branch_activity
London,,Levant Spice Traders,Trading Revenue,,32394.79,,florin,1416-06-22,Cash,32394.79,Trade finance settlement for wool cargo,,44240,,wool,trade_transaction
Rome,,Vatican Treasury,Deposits Payable,,3294.51,,florin,1416-06-23,Cash,3294.51,Deposit from Vatican Treasury to Rome branch,,44241,,,deposit
Florence,,Florentine Paperworks,Cash,,6947.88,,florin,1416-06-23,Accounts Payable,6947.88,Vendor payment to Florentine Paperworks for branch services,,44242,,,vendor_payment
Naples,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,11984.83,182.51,florin,1416-06-23,Due from Avignon,12167.34,Branch settlement transfer from Naples to Avignon,,44243,,,branch_activity
Florence,,Republic of Florence,Cash,,207854.79,,florin,1416-06-24,Loans Receivable - Government,207854.79,War financing for Florentine operations against Milan,,44244,,,war_financing
Rome,,Sacred College,Deposits Payable,,345568.18,,florin,1416-06-24,Cash,345568.18,Deposit from Sacred College to Rome branch,,44245,,,deposit
Avignon,,Transfer to Florence,Cash,Exchange Fee Revenue,9009.48,237.65,florin,1416-06-24,Due from Florence,9247.13,Bill of exchange from Avignon to Florence,,44246,,,bill_of_exchange
Naples,,Tuscan Wine Carriers,Trading Revenue,,4713.22,,florin,1416-06-24,Cash,4713.22,Trade finance settlement for wool cargo,,44247,,wool,trade_transaction
Pisa,,Florentine Paperworks,Cash,,814.87,,florin,1416-06-24,Maintenance,814.87,Maintenance expense for Pisa branch (quarterly cycle),,44248,quarterly,,recurring_operating_expense
Florence,,Tuscan Wine Carriers,Cash,,36973.76,,florin,1416-06-25,Loans Receivable,36973.76,Commercial loan issued to Tuscan Wine Carriers,,44249,,,loan_issuance
