branch,period,transaction_count,cash_inflows,cash_outflows,net_cash_movement,closing_cash_balance,deposits,withdrawals,loans_issued,loans_repaid,loan_portfolio_balance,interest_earned,operating_expenses,trading_revenue,exchange_fee_revenue,interest_income,total_revenue,net_income,expense_ratio
Naples,1393-07,8,416025.60,692509.49,-276483.89,-8027221.38,0.00,0.00,666561.20,219060.59,8170215.12,20029.22,1587.62,176935.79,0.00,20029.22,197273.39,195685.77,0.0080
Naples,1393-08,11,160397.73,68587.02,91810.71,-7935410.67,0.00,0.00,51117.71,0.00,8221332.83,0.00,15528.33,160397.73,0.00,0.00,160397.73,144869.40,0.0968
Naples,1393-09,17,313151.40,825654.39,-512502.99,-8447913.66,0.00,0.00,684107.41,195681.89,8709758.35,15919.01,0.00,101550.50,0.00,15919.01,119565.45,119565.45,0.0000
Naples,1393-10,7,84761.28,10529.56,74231.72,-8373681.94,0.00,0.00,0.00,26795.70,8682962.65,2679.57,3826.88,55286.01,0.00,2679.57,58066.12,54239.24,0.0659
Naples,1393-11,14,637622.59,1228457.17,-590834.58,-8964516.52,0.00,0.00,1183490.31,550304.92,9316148.04,66595.86,17377.84,20721.81,0.00,66595.86,87731.51,70353.67,0.1981
Naples,1393-12,12,24714.58,638840.47,-614125.89,-9578642.41,0.00,0.00,468836.93,0.00,9784984.97,0.00,27317.86,24714.58,0.00,0.00,26747.25,-570.61,1.0213
Naples,1394-01,6,53415.44,144891.86,-91476.42,-9670118.83,0.00,0.00,40091.48,0.00,9825076.45,0.00,2009.00,53415.44,0.00,0.00,54957.31,52948.31,0.0366
Naples,1394-02,11,69295.69,718861.72,-649566.03,-10319684.86,0.00,0.00,671013.27,2765.68,10493324.04,608.45,17996.05,65921.56,0.00,608.45,66530.01,48533.96,0.2705
Naples,1394-03,11,237350.31,212450.72,24899.59,-10294785.27,0.00,0.00,36313.14,33714.07,10495923.11,4045.69,3867.03,199590.55,0.00,4045.69,206220.30,202353.27,0.0188
Naples,1394-04,7,47883.06,42565.13,5317.93,-10289467.34,0.00,0.00,0.00,44336.17,10451586.94,3546.89,6117.17,0.00,0.00,3546.89,4093.61,-2023.56,1.4943
Naples,1394-05,12,63405.42,35890.62,27514.80,-10261952.54,0.00,0.00,0.00,32060.65,10419526.29,4643.41,15214.93,26701.36,0.00,4643.41,31373.02,16158.09,0.4850
Naples,1394-06,7,23922.75,120844.55,-96921.80,-10358874.34,0.00,0.00,97540.71,0.00,10517067.00,0.00,21357.23,23922.75,0.00,0.00,23951.95,2594.72,0.8917
Naples,1394-07,15,372802.18,925507.09,-552704.91,-10911579.25,0.00,0.00,833425.62,123172.31,11227320.31,18475.85,7987.65,231154.02,0.00,18475.85,250854.95,242867.30,0.0318
Naples,1394-08,9,131408.36,339289.11,-207880.75,-11119460.00,0.00,0.00,100592.10,0.00,11327912.41,0.00,0.00,131408.36,0.00,0.00,134988.82,134988.82,0.0000
Naples,1394-09,10,351296.92,660300.67,-309003.75,-11428463.75,0.00,0.00,545275.44,273756.83,11599431.02,59835.33,3255.92,17704.76,0.00,59835.33,78045.13,74789.21,0.0417
Naples,1394-10,10,142308.96,182146.64,-39837.68,-11468301.43,0.00,0.00,119385.94,53634.13,11665182.83,6161.99,20864.82,82512.84,0.00,6161.99,89199.59,68334.77,0.2339
Naples,1394-11,8,16818.60,113694.02,-96875.42,-11565176.85,0.00,0.00,91910.01,0.00,11757092.84,0.00,1492.42,16818.60,0.00,0.00,16818.60,15326.18,0.0887
Naples,1394-12,11,433068.97,101352.53,331716.44,-11233460.41,0.00,0.00,0.00,270237.70,11486855.14,57287.17,1761.95,105544.10,0.00,57287.17,163334.87,161572.92,0.0108
Naples,1395-01,9,276647.38,18515.35,258132.03,-10975328.38,0.00,0.00,0.00,189682.07,11297173.07,24571.16,0.00,62394.15,0.00,24571.16,87243.04,87243.04,0.0000
Naples,1395-02,4,30222.28,69177.11,-38954.83,-11014283.21,0.00,0.00,0.00,0.00,11297173.07,0.00,1715.80,30222.28,0.00,0.00,31234.20,29518.40,0.0549
Naples,1395-03,14,483072.76,272122.68,210950.08,-10803333.13,0.00,0.00,203676.54,389922.91,11110926.70,58488.44,17003.58,34661.41,0.00,58488.44,93770.76,76767.18,0.1813
Naples,1395-04,11,549470.84,92410.97,457059.87,-10346273.26,0.00,0.00,0.00,419657.49,10691269.21,88920.07,39104.43,40893.28,0.00,88920.07,130579.65,91475.22,0.2995
Naples,1395-05,9,72769.55,207747.67,-134978.12,-10481251.38,0.00,0.00,91001.08,0.00,10782270.29,0.00,8387.72,72769.55,0.00,0.00,74174.52,65786.80,0.1131
Naples,1395-06,13,21525.57,202683.38,-181157.81,-10662409.19,0.00,0.00,84004.11,0.00,10866274.40,0.00,5393.09,21525.57,0.00,0.00,22845.36,17452.27,0.2361
Naples,1395-07,11,40598.55,291457.53,-250858.98,-10913268.17,0.00,0.00,118941.85,0.00,10985216.25,0.00,16354.48,40598.55,0.00,0.00,42940.96,26586.48,0.3809
Naples,1395-08,8,9073.33,210491.58,-201418.25,-11114686.42,0.00,0.00,166670.34,0.00,11151886.59,0.00,4594.84,9073.33,0.00,0.00,9547.76,4952.92,0.4812
Naples,1395-09,14,56445.41,458828.80,-402383.39,-11517069.81,0.00,0.00,372930.27,27146.41,11497670.45,3362.35,0.00,25936.65,0.00,3362.35,29572.60,29572.60,0.0000
Naples,1395-10,13,544606.44,143637.69,400968.75,-11116101.06,0.00,0.00,104569.13,440821.18,11161418.40,64659.51,913.43,39125.75,0.00,64659.51,104347.99,103434.56,0.0088
Naples,1395-11,10,147943.23,54861.24,93081.99,-11023019.07,0.00,0.00,2027.16,134381.99,11029063.57,13561.24,9626.21,0.00,0.00,13561.24,14173.79,4547.58,0.6792
Naples,1395-12,18,324398.64,407922.16,-83523.52,-11106542.59,0.00,0.00,215588.04,98722.29,11145929.32,12103.02,14952.18,213573.33,0.00,12103.02,227502.93,212550.75,0.0657
Naples,1396-01,16,308254.85,502698.38,-194443.53,-11300986.12,0.00,0.00,368226.24,200623.11,11313532.45,36197.03,9167.53,71434.71,0.00,36197.03,109457.33,100289.80,0.0838
Naples,1396-02,9,102058.21,72362.81,29695.40,-11271290.72,0.00,0.00,0.00,94498.34,11219034.11,7559.87,31433.72,0.00,0.00,7559.87,7913.78,-23519.94,3.9720
Naples,1396-03,10,37996.33,1184687.46,-1146691.13,-12417981.85,0.00,0.00,1114688.12,0.00,12333722.23,0.00,908.51,37996.33,0.00,0.00,39022.45,38113.94,0.0233
Naples,1396-04,14,701499.51,797364.82,-95865.31,-12513847.16,0.00,0.00,768947.42,549378.34,12553291.31,79279.27,15617.71,72841.90,0.00,79279.27,152121.17,136503.46,0.1027
Naples,1396-05,11,27590.60,1310677.96,-1283087.36,-13796934.52,0.00,0.00,1084655.69,25082.36,13612864.64,2508.24,4207.59,0.00,0.00,2508.24,5308.89,1101.30,0.7926
Naples,1396-06,13,488558.86,366203.72,122355.14,-13674579.38,0.00,0.00,333735.79,355328.26,13591272.17,47808.73,13948.16,85421.87,0.00,47808.73,133508.40,119560.24,0.1045
Naples,1396-07,11,214368.86,363381.55,-149012.69,-13823592.07,0.00,0.00,120295.56,0.00,13711567.73,0.00,11439.22,214368.86,0.00,0.00,217218.21,205778.99,0.0527
Naples,1396-08,13,141658.51,421294.91,-279636.40,-14103228.47,0.00,0.00,103525.25,34044.60,13781048.38,4085.35,0.00,103528.56,0.00,4085.35,112380.47,112380.47,0.0000
Naples,1396-09,12,78516.79,263720.72,-185203.93,-14288432.40,0.00,0.00,139163.86,38706.14,13881506.10,3870.61,29865.45,35940.04,0.00,3870.61,41194.62,11329.17,0.7250
Naples,1396-10,12,118752.77,98461.30,20291.47,-14268140.93,0.00,0.00,0.00,20676.55,13860829.55,4548.84,20740.23,93527.38,0.00,4548.84,99200.13,78459.90,0.2091
Naples,1396-11,12,258099.32,1486569.56,-1228470.24,-15496611.17,0.00,0.00,1267761.81,175966.52,14952624.84,29132.12,462.88,53000.68,0.00,29132.12,85407.97,84945.09,0.0054
Naples,1396-12,6,108149.03,16215.26,91933.77,-15404677.40,0.00,0.00,0.00,0.00,14952624.84,0.00,10339.31,108149.03,0.00,0.00,108149.03,97809.72,0.0956
Naples,1397-01,14,560430.24,144197.19,416233.05,-14988444.35,0.00,0.00,0.00,348495.33,14604129.51,59517.58,5816.55,152417.33,0.00,59517.58,213310.76,207494.21,0.0273
Naples,1397-02,7,36994.77,63385.87,-26391.10,-15014835.45,0.00,0.00,59800.20,0.00,14663929.71,0.00,1684.10,36994.77,0.00,0.00,37023.29,35339.19,0.0455
Naples,1397-03,12,192128.81,1275500.96,-1083372.15,-16098207.60,0.00,0.00,1145681.50,25658.22,15783952.99,2052.66,626.02,164417.93,0.00,2052.66,168189.53,167563.51,0.0037
Naples,1397-04,7,117058.74,169370.60,-52311.86,-16150519.46,0.00,0.00,94145.96,95949.79,15782149.16,21108.95,2363.74,0.00,0.00,21108.95,22201.86,19838.12,0.1065
Naples,1397-05,16,451666.93,747678.37,-296011.44,-16446530.90,0.00,0.00,462206.52,315277.60,15929078.08,63885.07,3588.11,72504.26,0.00,63885.07,140409.87,136821.76,0.0256
Naples,1397-06,6,0.00,945314.81,-945314.81,-17391845.71,0.00,0.00,878679.89,0.00,16807757.97,0.00,4072.21,0.00,0.00,0.00,890.54,-3181.67,4.5727
Naples,1397-07,6,68238.65,217733.43,-149494.78,-17541340.49,0.00,0.00,191469.06,43556.77,16955670.26,4355.68,0.00,20326.20,0.00,4355.68,25075.85,25075.85,0.0000
Naples,1397-08,8,292864.19,134779.68,158084.51,-17383255.98,0.00,0.00,66807.58,224337.40,16798140.44,22433.74,226.66,46093.05,0.00,22433.74,69542.98,69316.32,0.0033
Naples,1397-09,9,7845.97,1602770.59,-1594924.62,-18978180.60,0.00,0.00,1420045.33,0.00,18218185.77,0.00,10432.34,7845.97,0.00,0.00,10430.37,-1.97,1.0002
Naples,1397-10,14,109103.43,522294.83,-413191.40,-19391372.00,0.00,0.00,421027.86,64176.03,18575037.60,5134.08,2863.48,39793.32,0.00,5134.08,45827.54,42964.06,0.0625
Naples,1397-11,6,198264.89,18631.41,179633.48,-19211738.52,0.00,0.00,0.00,170824.61,18404212.99,25623.69,14612.21,1816.59,0.00,25623.69,27440.28,12828.07,0.5325
Naples,1397-12,18,201056.03,571237.15,-370181.12,-19581919.64,0.00,0.00,459851.56,5513.57,18858550.98,827.04,25594.29,194715.42,0.00,827.04,196829.33,171235.04,0.1300
Naples,1398-01,13,84676.55,350307.71,-265631.16,-19847550.80,0.00,0.00,313537.36,28179.99,19143908.35,4227.00,2590.87,52269.56,0.00,4227.00,56883.05,54292.18,0.0455
Naples,1398-02,7,105139.15,370092.31,-264953.16,-20112503.96,0.00,0.00,349383.37,37415.94,19455875.78,8231.51,0.00,59491.70,0.00,8231.51,67971.50,67971.50,0.0000
Naples,1398-03,7,41631.42,45877.01,-4245.59,-20116749.55,0.00,0.00,0.00,1282.24,19454593.54,153.87,2028.60,40195.31,0.00,153.87,40983.07,38954.47,0.0495
Naples,1398-04,16,176979.76,1607759.49,-1430779.73,-21547529.28,0.00,0.00,1350576.76,119793.38,20685376.92,23858.02,16237.59,33328.36,0.00,23858.02,58956.84,42719.25,0.2754
Naples,1398-05,8,41243.34,49188.30,-7944.96,-21555474.24,0.00,0.00,0.00,29113.06,20656263.86,2911.31,3106.74,9218.97,0.00,2911.31,12770.27,9663.53,0.2433
Naples,1398-06,5,37805.48,1352076.87,-1314271.39,-22869745.63,0.00,0.00,1107739.58,30988.10,21733015.34,6817.38,0.00,0.00,0.00,6817.38,10482.44,10482.44,0.0000
Naples,1398-07,10,127557.41,478511.64,-350954.23,-23220699.86,0.00,0.00,175541.85,0.00,21908557.19,0.00,6795.29,127557.41,0.00,0.00,131994.07,125198.78,0.0515
Naples,1398-08,7,128179.21,78335.61,49843.60,-23170856.26,0.00,0.00,49562.75,92637.86,21865482.08,14081.54,8245.81,21459.81,0.00,14081.54,35777.48,27531.67,0.2305
Naples,1398-09,15,348721.50,214412.75,134308.75,-23036547.51,0.00,0.00,121794.06,222784.66,21764491.48,26734.16,5534.74,99202.68,0.00,26734.16,127141.48,121606.74,0.0435
Naples,1398-10,15,168926.67,447381.65,-278454.98,-23315002.49,0.00,0.00,368450.36,40279.69,22092662.15,7250.34,15831.86,121396.64,0.00,7250.34,129593.47,113761.61,0.1222
Naples,1398-11,10,53180.53,274349.50,-221168.97,-23536171.46,0.00,0.00,0.00,9333.15,22083329.00,933.32,2008.95,42914.06,0.00,933.32,46581.03,44572.08,0.0431
Naples,1398-12,17,261925.50,1964028.41,-1702102.91,-25238274.37,0.00,0.00,1655854.11,52187.06,23686996.05,4174.96,4322.54,205563.48,0.00,4174.96,214152.37,209829.83,0.0202
Naples,1399-01,18,279519.53,213524.77,65994.76,-25172279.61,0.00,0.00,184328.52,208064.29,23663260.28,42535.18,11177.04,28920.06,0.00,42535.18,71574.72,60397.68,0.1562
Naples,1399-02,14,158108.10,338016.90,-179908.80,-25352188.41,0.00,0.00,205631.93,74709.26,23794182.95,7470.92,12621.91,75927.92,0.00,7470.92,83874.48,71252.57,0.1505
Naples,1399-03,12,305978.48,103378.31,202600.17,-25149588.24,0.00,0.00,91017.04,154289.99,23730910.00,26181.88,11057.28,125506.61,0.00,26181.88,151708.05,140650.77,0.0729
Naples,1399-04,9,41303.11,278600.35,-237297.24,-25386885.48,0.00,0.00,138607.43,36877.78,23832639.65,4425.33,3386.08,0.00,0.00,4425.33,6474.43,3088.35,0.5230
Naples,1399-05,3,5291.58,3059.49,2232.09,-25384653.39,0.00,0.00,0.00,0.00,23832639.65,0.00,3059.49,5291.58,0.00,0.00,5291.58,2232.09,0.5782
Naples,1399-06,9,0.00,559804.60,-559804.60,-25944457.99,0.00,0.00,519839.51,0.00,24352479.16,0.00,924.52,0.00,0.00,0.00,0.00,-924.52,0.0000
Naples,1399-07,10,270879.91,160537.70,110342.21,-25834115.78,0.00,0.00,145883.57,176729.79,24321632.94,25105.28,13180.26,69044.84,0.00,25105.28,94172.23,80991.97,0.1400
Naples,1399-08,7,31636.31,575466.98,-543830.67,-26377946.45,0.00,0.00,541236.89,25931.40,24836938.43,5704.91,27222.20,0.00,0.00,5704.91,5810.03,-21412.17,4.6854
Naples,1399-09,14,375043.09,644388.73,-269345.64,-26647292.09,0.00,0.00,518637.02,292864.24,25062711.21,61535.26,2786.87,20643.59,0.00,61535.26,82679.06,79892.19,0.0337
Naples,1399-10,12,83264.99,474730.17,-391465.18,-27038757.27,0.00,0.00,349310.45,64172.83,25347848.83,10224.65,25480.84,8867.51,0.00,10224.65,20445.23,-5035.61,1.2463
Naples,1399-11,11,622910.89,161054.57,461856.32,-26576900.95,0.00,0.00,0.00,474421.22,24873427.61,87859.09,14693.67,60630.58,0.00,87859.09,150685.08,135991.41,0.0975
Naples,1399-12,9,105247.87,242275.27,-137027.40,-26713928.35,0.00,0.00,57221.75,89944.18,24840705.18,8994.42,0.00,6309.27,0.00,8994.42,18036.65,18036.65,0.0000
Naples,1400-01,9,516271.26,543333.87,-27062.61,-26740990.96,0.00,0.00,530010.20,390149.16,24980566.22,64984.24,3575.15,61137.86,0.00,64984.24,126268.33,122693.18,0.0283
Naples,1400-02,14,202921.35,158120.85,44800.50,-26696190.46,0.00,0.00,23401.42,64201.98,24939765.66,13624.90,6719.39,125094.47,0.00,13624.90,140639.37,133919.98,0.0478
Naples,1400-03,13,302411.24,21383.19,281028.05,-26415162.41,0.00,0.00,0.00,30434.13,24909331.53,4565.12,8746.89,267411.99,0.00,4565.12,272155.25,263408.36,0.0321
Naples,1400-04,6,0.00,285656.25,-285656.25,-26700818.66,0.00,0.00,240981.42,0.00,25150312.95,0.00,714.26,0.00,0.00,0.00,56.10,-658.16,12.7319
Naples,1400-05,5,334443.23,87907.98,246535.25,-26454283.41,0.00,0.00,0.00,0.00,25150312.95,0.00,1205.56,334443.23,0.00,0.00,335743.77,334538.21,0.0036
Naples,1400-06,9,86139.31,354618.85,-268479.54,-26722762.95,0.00,0.00,307545.29,73852.63,25384005.61,12286.68,7360.50,0.00,0.00,12286.68,12804.68,5444.18,0.5748
Naples,1400-07,16,413430.25,240114.62,173315.63,-26549447.32,0.00,0.00,130948.11,369116.73,25145836.99,44313.52,36542.88,0.00,0.00,44313.52,45402.87,8859.99,0.8049
Naples,1400-08,4,117692.65,47587.46,70105.19,-26479342.13,0.00,0.00,0.00,80885.97,25064951.02,17794.91,0.00,19011.77,0.00,17794.91,37520.49,37520.49,0.0000
Naples,1400-09,10,521888.36,241979.29,279909.07,-26199433.06,0.00,0.00,228593.84,286249.84,25007295.02,51834.21,404.54,183804.31,0.00,51834.21,235833.23,235428.69,0.0017
Naples,1400-10,12,194693.37,49919.15,144774.22,-26054658.84,0.00,0.00,0.00,143620.65,24863674.37,18575.95,26261.02,32496.77,0.00,18575.95,51427.59,25166.57,0.5106
Naples,1400-11,6,40225.75,44883.41,-4657.66,-26059316.50,0.00,0.00,0.00,36568.86,24827105.51,3656.89,3995.17,0.00,0.00,3656.89,4270.21,275.04,0.9356
Naples,1400-12,13,70619.95,210172.01,-139552.06,-26198868.56,0.00,0.00,0.00,7946.73,24819158.78,794.67,6976.21,61878.55,0.00,794.67,65644.02,58667.81,0.1063
Naples,1401-01,11,333921.87,7138.30,326783.57,-25872084.99,0.00,0.00,0.00,113658.90,24705499.88,13639.07,5262.78,206623.90,0.00,13639.07,220262.97,215000.19,0.0239
Naples,1401-02,9,78641.97,54113.58,24528.39,-25847556.60,0.00,0.00,3992.61,0.00,24709492.49,0.00,7471.74,78641.97,0.00,0.00,79203.06,71731.32,0.0943
Naples,1401-03,4,104923.42,31021.25,73902.17,-25773654.43,0.00,0.00,0.00,0.00,24709492.49,0.00,0.00,104923.42,0.00,0.00,105315.48,105315.48,0.0000
Naples,1401-04,11,361155.59,1285558.22,-924402.63,-26698057.06,0.00,0.00,1128458.70,290639.34,25547311.85,37317.36,0.00,33198.89,0.00,37317.36,72872.75,72872.75,0.0000
Naples,1401-05,5,285721.53,3089.67,282631.86,-26415425.20,0.00,0.00,0.00,145692.20,25401619.65,17483.06,0.00,122546.27,0.00,17483.06,140029.33,140029.33,0.0000
Naples,1401-06,11,136700.15,232721.40,-96021.25,-26511446.45,0.00,0.00,71045.43,101582.54,25371082.54,16433.84,0.00,18683.77,0.00,16433.84,37505.09,37505.09,0.0000
Naples,1401-07,11,379077.61,285530.28,93547.33,-26417899.12,0.00,0.00,54278.66,309024.13,25116337.07,37082.90,12793.13,32970.58,0.00,37082.90,73330.36,60537.23,0.1745
Naples,1401-08,10,14968.26,222936.20,-207967.94,-26625867.06,0.00,0.00,97435.77,13364.52,25200408.32,1603.74,761.98,0.00,0.00,1603.74,2775.44,2013.46,0.2745
Naples,1401-09,16,150036.78,462436.17,-312399.39,-26938266.45,0.00,0.00,300307.65,99851.90,25400864.07,12815.68,10773.22,37369.20,0.00,12815.68,51898.90,41125.68,0.2076
Naples,1401-10,11,129274.86,501302.23,-372027.37,-27310293.82,0.00,0.00,403972.41,104884.46,25699952.02,11002.30,0.00,13388.10,0.00,11002.30,25098.66,25098.66,0.0000
Naples,1401-11,13,238327.68,163345.39,74982.29,-27235311.53,0.00,0.00,106133.14,107351.08,25698734.08,20311.30,6197.87,110665.30,0.00,20311.30,131741.82,125543.95,0.0470
Naples,1401-12,10,38531.22,439056.12,-400524.90,-27635836.43,0.00,0.00,352251.94,14793.34,26036192.68,2219.00,1416.74,21518.88,0.00,2219.00,24452.56,23035.82,0.0579
Naples,1402-01,17,131263.97,2635437.44,-2504173.47,-30140009.90,0.00,0.00,2548476.43,0.00,28584669.11,0.00,950.97,131263.97,0.00,0.00,131263.97,130313.00,0.0072
Naples,1402-02,12,34274.78,247711.43,-213436.65,-30353446.55,0.00,0.00,154072.79,3694.92,28735046.98,295.59,25499.64,30284.27,0.00,295.59,31479.62,5979.98,0.8100
Naples,1402-03,14,456160.88,735987.27,-279826.39,-30633272.94,0.00,0.00,510676.65,296646.44,28949077.19,43622.19,8737.21,115892.25,0.00,43622.19,162763.04,154025.83,0.0537
Naples,1402-04,11,85498.56,173792.49,-88293.93,-30721566.87,0.00,0.00,95928.53,55517.62,28989488.10,4441.41,18067.04,25539.53,0.00,4441.41,30760.83,12693.79,0.5873
Naples,1402-05,13,192593.00,113305.83,79287.17,-30642279.70,0.00,0.00,7663.72,149599.30,28847552.52,28028.24,3127.94,14965.46,0.00,28028.24,44018.13,40890.19,0.0711
Naples,1402-06,9,0.00,89833.52,-89833.52,-30732113.22,0.00,0.00,41346.30,0.00,28888898.82,0.00,2309.68,0.00,0.00,0.00,314.88,-1994.80,7.3351
Naples,1402-07,8,79422.36,106465.79,-27043.43,-30759156.65,0.00,0.00,80219.14,69132.18,28899985.78,10290.18,278.15,0.00,0.00,10290.18,10578.03,10299.88,0.0263
Naples,1402-08,8,268877.79,611378.46,-342500.67,-31101657.32,0.00,0.00,502862.81,220391.63,29182456.96,48486.16,0.00,0.00,0.00,48486.16,50007.09,50007.09,0.0000
Naples,1402-09,12,121750.01,135217.67,-13467.66,-31115124.98,0.00,0.00,0.00,16998.27,29165458.69,2549.74,2906.02,102202.00,0.00,2549.74,106736.43,103830.41,0.0272
Naples,1402-10,12,88299.52,581776.55,-493477.03,-31608602.01,0.00,0.00,450421.63,35132.50,29580747.82,5269.88,28143.75,47897.14,0.00,5269.88,54715.19,26571.44,0.5144
Naples,1402-11,12,42748.08,1153376.72,-1110628.64,-32719230.65,0.00,0.00,1013547.34,0.00,30594295.16,0.00,2303.60,42748.08,0.00,0.00,44012.91,41709.31,0.0523
Naples,1402-12,13,223637.71,508729.22,-285091.51,-33004322.16,0.00,0.00,390421.96,172077.23,30812639.89,34761.60,8214.20,16798.88,0.00,34761.60,52228.57,44014.37,0.1573
Naples,1403-01,11,143247.81,321939.38,-178691.57,-33183013.73,0.00,0.00,146685.70,17017.32,30942308.27,2042.08,30426.93,124188.41,0.00,2042.08,127958.26,97531.33,0.2378
Naples,1403-02,8,83325.58,801312.01,-717986.43,-33901000.16,0.00,0.00,747123.95,55672.90,31633759.32,6680.75,17162.02,20971.93,0.00,6680.75,28168.37,11006.35,0.6093
Naples,1403-03,15,241159.34,311541.28,-70381.94,-33971382.10,0.00,0.00,254862.68,81113.19,31807508.81,7544.06,6815.71,152502.09,0.00,7544.06,160794.09,153978.38,0.0424
Naples,1403-04,14,90743.68,772524.83,-681781.15,-34653163.25,0.00,0.00,458561.92,0.00,32266070.73,0.00,16575.22,90743.68,0.00,0.00,95102.86,78527.64,0.1743
Naples,1403-05,10,46027.82,235600.74,-189572.92,-34842736.17,0.00,0.00,201733.79,0.00,32467804.52,0.00,7029.45,46027.82,0.00,0.00,46430.39,39400.94,0.1514
Naples,1403-06,11,38370.27,138945.10,-100574.83,-34943311.00,0.00,0.00,98811.30,10130.53,32556485.29,1191.57,3897.03,27048.17,0.00,1191.57,28689.26,24792.23,0.1358
Naples,1403-07,4,0.00,90804.32,-90804.32,-35034115.32,0.00,0.00,0.00,0.00,32556485.29,0.00,22717.96,0.00,0.00,0.00,177.02,-22540.94,128.3356
Naples,1403-08,9,64807.95,308836.40,-244028.45,-35278143.77,0.00,0.00,204218.73,21952.07,32738751.95,3951.37,0.00,38904.51,0.00,3951.37,44268.71,44268.71,0.0000
Naples,1403-09,15,601308.12,1360992.37,-759684.25,-36037828.02,0.00,0.00,1178394.49,377679.83,33539466.61,68440.52,1046.65,155187.77,0.00,68440.52,226351.56,225304.91,0.0046
Naples,1403-10,7,60967.02,159223.93,-98256.91,-36136084.93,0.00,0.00,130499.64,0.00,33669966.25,0.00,19711.48,60967.02,0.00,0.00,61102.21,41390.73,0.3226
Naples,1403-11,6,585679.24,55234.13,530445.11,-35605639.82,0.00,0.00,2620.53,327740.33,33344846.45,72102.87,2342.44,185836.04,0.00,72102.87,258688.13,256345.69,0.0091
Naples,1403-12,12,456222.60,172097.87,284124.73,-35321515.09,0.00,0.00,0.00,305464.11,33039382.34,32207.42,2283.74,118551.07,0.00,32207.42,151929.01,149645.27,0.0150
Naples,1404-01,12,308014.89,318818.09,-10803.20,-35332318.29,0.00,0.00,258240.63,214269.77,33083353.20,47139.35,8439.33,46605.77,0.00,47139.35,94482.29,86042.96,0.0893
Naples,1404-02,15,454046.23,1094641.19,-640594.96,-35972913.25,0.00,0.00,1042102.39,83873.29,34041582.30,12994.42,13078.90,357178.52,0.00,12994.42,370764.84,357685.94,0.0353
Naples,1404-03,9,110775.89,256749.93,-145974.04,-36118887.29,0.00,0.00,77303.35,0.00,34118885.65,0.00,22185.92,110775.89,0.00,0.00,112637.58,90451.66,0.1970
Naples,1404-04,15,230911.92,1470369.11,-1239457.19,-37358344.48,0.00,0.00,1332222.51,164955.44,35286152.72,17832.80,661.10,48123.68,0.00,17832.80,67533.38,66872.28,0.0098
Naples,1404-05,9,589216.21,142239.48,446976.73,-36911367.75,0.00,0.00,0.00,355658.51,34930494.21,43314.19,1596.11,190243.51,0.00,43314.19,235663.39,234067.28,0.0068
Naples,1404-06,12,176905.34,141624.42,35280.92,-36876086.83,0.00,0.00,93853.24,49919.16,34974428.29,5435.27,0.00,121550.91,0.00,5435.27,127471.13,127471.13,0.0000
Naples,1404-07,11,802005.56,523760.35,278245.21,-36597841.62,0.00,0.00,418180.93,545731.24,34846877.98,112809.08,13420.02,143465.24,0.00,112809.08,257551.02,244131.00,0.0521
Naples,1404-08,17,737023.16,192487.16,544536.00,-36053305.62,0.00,0.00,70168.46,455627.95,34461418.49,71361.97,21053.95,210033.24,0.00,71361.97,281756.99,260703.04,0.0747
Naples,1404-09,7,0.00,1074392.15,-1074392.15,-37127697.77,0.00,0.00,905567.08,0.00,35366985.57,0.00,7462.53,0.00,0.00,0.00,1533.54,-5928.99,4.8662
Naples,1404-10,17,371101.84,714809.61,-343707.77,-37471405.54,0.00,0.00,407196.18,236537.64,35537644.11,36364.10,20182.13,98200.10,0.00,36364.10,137527.70,117345.57,0.1467
Naples,1404-11,10,140347.71,198143.44,-57795.73,-37529201.27,0.00,0.00,169765.74,42205.03,35665204.82,9285.11,1619.55,88857.57,0.00,9285.11,98502.72,96883.17,0.0164
Naples,1404-12,13,20690.57,159555.42,-138864.85,-37668066.12,0.00,0.00,26743.36,0.00,35691948.18,0.00,14794.82,20690.57,0.00,0.00,22184.32,7389.50,0.6669
Naples,1405-01,15,534245.93,1605864.41,-1071618.48,-38739684.60,0.00,0.00,1415312.27,312087.22,36795173.23,66323.86,2276.82,155834.85,0.00,66323.86,223956.96,221680.14,0.0102
Naples,1405-02,13,386146.31,143312.19,242834.12,-38496850.48,0.00,0.00,0.00,56146.64,36739026.59,8448.79,24886.19,321550.88,0.00,8448.79,331776.06,306889.87,0.0750
Naples,1405-03,14,224557.47,796631.74,-572074.27,-39068924.75,0.00,0.00,757783.11,96342.16,37400467.54,17387.86,16362.32,110827.45,0.00,17387.86,128343.92,111981.60,0.1275
Naples,1405-04,13,76690.79,576742.47,-500051.68,-39568976.43,0.00,0.00,393400.34,30545.77,37763322.11,3665.49,8698.39,42479.53,0.00,3665.49,48763.22,40064.83,0.1784
Naples,1405-05,5,122274.55,28961.85,93312.70,-39475663.73,0.00,0.00,0.00,108317.40,37655004.71,13957.15,13826.85,0.00,0.00,13957.15,14184.17,357.32,0.9748
Naples,1405-06,7,112467.95,297784.49,-185316.54,-39660980.27,0.00,0.00,263694.85,45744.66,37872954.90,4574.47,0.00,62148.82,0.00,4574.47,67234.64,67234.64,0.0000
Naples,1405-07,13,676028.18,309544.86,366483.32,-39294496.95,0.00,0.00,277493.82,573515.11,37576933.61,74521.94,1257.30,27991.13,0.00,74521.94,102974.98,101717.68,0.0122
